FIPS Code,State,Area name,2003 Rural-urban Continuum Code,2003 Urban Influence Code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 1970","High school diploma only, 1970","Some college (1-3 years), 1970","Four years of college or higher, 1970","Percent of adults with less than a high school diploma, 1970","Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Less than a high school diploma, 1980","High school diploma only, 1980","Some college (1-3 years), 1980","Four years of college or higher, 1980","Percent of adults with less than a high school diploma, 1980","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Less than a high school diploma, 1990","High school diploma only, 1990","Some college or associate's degree, 1990","Bachelor's degree or higher, 1990","Percent of adults with less than a high school diploma, 1990","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19","Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
1125,AL,Tuscaloosa County,3,2,3,2,33142.00,15125.00,5192.00,6571.00,55.2,25.2,8.6,10.9,29433.00,22955.00,9058.00,12237.00,39.9,31.2,12.3,16.6,27062.00,24689.00,19429.00,17782.00,30.4,27.8,21.8,20,20981.00,28115.00,26139.00,23804.00,21.2,28.4,26.4,24,15036.00,38580.00,35780.00,39660.00,11.7,29.9,27.7,30.7
1127,AL,Walker County,1,1,1,1,21847.00,6568.00,1651.00,1259.00,69.7,21,5.3,4,21870.00,12652.00,3136.00,2564.00,54.4,31.5,7.8,6.4,19350.00,14080.00,7436.00,3154.00,44,32,16.9,7.2,15713.00,16647.00,11183.00,4376.00,32.8,34.7,23.3,9.1,8141.00,16796.00,14765.00,5080.00,18.2,37.5,33,11.3
1129,AL,Washington County,8,7,8,7,5409.00,1758.00,229.00,278.00,70.5,22.9,3,3.6,4803.00,3036.00,643.00,489.00,53.5,33.8,7.2,5.5,4166.00,3693.00,1430.00,671.00,41.8,37.1,14.4,6.7,3112.00,4904.00,2255.00,969.00,27.7,43.6,20.1,8.6,1971.00,4886.00,3052.00,1437.00,17.4,43.1,26.9,12.7
1131,AL,Wilcox County,8,7,9,10,5260.00,1470.00,351.00,473.00,69.6,19.5,4.6,6.3,4423.00,1852.00,582.00,717.00,58.4,24.5,7.7,9.5,3771.00,2048.00,1098.00,798.00,48.9,26.5,14.2,10.3,3228.00,2414.00,1528.00,809.00,40.5,30.3,19.2,10.1,1675.00,2808.00,1742.00,889.00,23.5,39.5,24.5,12.5
1133,AL,Winston County,6,4,6,4,6440.00,2136.00,438.00,303.00,69.1,22.9,4.7,3.3,7390.00,3837.00,1041.00,675.00,57.1,29.6,8,5.2,7402.00,4195.00,2073.00,776.00,51.2,29,14.3,5.4,6387.00,5855.00,3425.00,1411.00,37.4,34.3,20.1,8.3,3635.00,6556.00,4764.00,2201.00,21.2,38.2,27.8,12.8
2000,AK,Alaska,,,,,44994.00,50820.00,20052.00,19082.00,33.3,37.7,14.9,14.1,36941.00,82180.00,47722.00,44554.00,17.5,38.9,22.6,21.1,43244.00,92925.00,112763.00,74497.00,13.4,28.7,34.9,23,44282.00,105812.00,135655.00,93807.00,11.7,27.9,35.7,24.7,34376.00,134582.00,169609.00,142019.00,7.2,28,35.3,29.6
2010,AK,Aleutian Islands,,,,,1237.00,1112.00,380.00,390.00,39.7,35.7,12.2,12.5,857.00,1544.00,769.00,574.00,22.9,41.2,20.5,15.3,,,,,,,,,,,,,,,,,,,,,,,,
2013,AK,Aleutians East Borough,9,12,9,12,,,,,,,,,,,,,,,,,514.00,481.00,338.00,198.00,33.6,31.4,22.1,12.9,507.00,983.00,419.00,98.00,25.3,49,20.9,4.9,380.00,1137.00,798.00,301.00,14.5,43.5,30.5,11.5
2016,AK,Aleutians West Census Area,7,11,9,11,,,,,,,,,,,,,,,,,774.00,1767.00,2116.00,810.00,14.2,32.3,38.7,14.8,913.00,1462.00,1407.00,469.00,21.5,34.4,33.1,11,435.00,1611.00,1378.00,703.00,10.5,39,33.4,17
2020,AK,Anchorage Municipality,2,2,2,2,13711.00,24301.00,9878.00,9038.00,24.1,42.7,17.4,15.9,10839.00,36870.00,23327.00,21984.00,11.7,39.6,25.1,23.6,13139.00,34504.00,52320.00,36692.00,9.6,25.2,38.3,26.9,15522.00,38741.00,59428.00,46240.00,9.7,24.2,37.2,28.9,11701.00,44936.00,65951.00,69282.00,6.1,23.4,34.4,36.1
2050,AK,Bethel Census Area,7,11,7,11,2258.00,229.00,92.00,221.00,80.6,8.2,3.3,7.9,2605.00,1059.00,487.00,661.00,54.1,22,10.1,13.7,2584.00,2170.00,1204.00,896.00,37.7,31.7,17.6,13.1,2330.00,3098.00,1548.00,1050.00,29,38.6,19.3,13.1,1871.00,4550.00,2216.00,1164.00,19.1,46.4,22.6,11.9
2060,AK,Bristol Bay Borough,9,12,9,12,140.00,209.00,68.00,63.00,29.2,43.5,14.2,13.1,109.00,261.00,132.00,99.00,18.1,43.4,22,16.5,91.00,228.00,402.00,168.00,10.2,25.6,45.2,18.9,87.00,266.00,264.00,165.00,11.1,34,33.8,21.1,38.00,235.00,219.00,143.00,6,37,34.5,22.5
2068,AK,Denali Borough,8,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,109.00,400.00,508.00,299.00,8.3,30.4,38.6,22.7,25.00,423.00,511.00,668.00,1.5,26,31.4,41.1
2070,AK,Dillingham Census Area,9,12,9,12,949.00,191.00,107.00,119.00,69.5,14,7.8,8.7,929.00,615.00,240.00,345.00,43.6,28.9,11.3,16.2,653.00,687.00,489.00,330.00,30.2,31.8,22.6,15.3,620.00,900.00,699.00,436.00,23.4,33.9,26.3,16.4,396.00,1078.00,782.00,639.00,13.7,37.2,27,22.1
2090,AK,Fairbanks North Star Borough,3,2,3,2,4723.00,7901.00,3090.00,3147.00,25,41.9,16.4,16.7,3762.00,11660.00,6475.00,6165.00,13.4,41.6,23.1,22,4412.00,12251.00,15696.00,10929.00,10.2,28.3,36.3,25.2,3918.00,12240.00,18848.00,12968.00,8.2,25.5,39.3,27,3406.00,13993.00,25045.00,19402.00,5.5,22.6,40.5,31.4
2100,AK,Haines Borough,9,10,9,12,423.00,188.00,79.00,107.00,53.1,23.6,9.9,13.4,212.00,375.00,183.00,190.00,22.1,39.1,19.1,19.8,299.00,377.00,472.00,245.00,21.5,27.1,33.9,17.6,184.00,517.00,564.00,395.00,11.1,31.1,34,23.8,46.00,558.00,621.00,625.00,2.5,30.2,33.6,33.8
2105,AK,Hoonah-Angoon Census Area,,,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.00,659.00,580.00,365.00,6.3,38.5,33.9,21.3
2110,AK,Juneau City and Borough,5,8,5,8,1598.00,2638.00,1225.00,1529.00,22.9,37.7,17.5,21.9,998.00,3819.00,2604.00,3808.00,8.9,34,23.2,33.9,1701.00,4137.00,5781.00,5150.00,10.1,24.7,34.5,30.7,1359.00,4370.00,7003.00,7167.00,6.8,22,35.2,36,818.00,4875.00,8202.00,8666.00,3.6,21.6,36.4,38.4
2122,AK,Kenai Peninsula Borough,7,11,7,11,2793.00,3165.00,1160.00,831.00,35.1,39.8,14.6,10.5,2459.00,6004.00,3015.00,2216.00,18,43.8,22,16.2,3119.00,8560.00,8370.00,4374.00,12.8,35,34.3,17.9,3605.00,9990.00,11431.00,6362.00,11.5,31.8,36.4,20.3,2977.00,12702.00,14977.00,9995.00,7.3,31.2,36.8,24.6
2130,AK,Ketchikan Gateway Borough,7,8,7,8,1794.00,1844.00,668.00,732.00,35.6,36.6,13.3,14.5,1128.00,2705.00,1393.00,1127.00,17.8,42.6,21.9,17.7,1252.00,2648.00,2920.00,1731.00,14.6,31,34.1,20.2,932.00,2673.00,3580.00,1814.00,10.4,29.7,39.8,20.2,697.00,2864.00,3644.00,2437.00,7.2,29.7,37.8,25.3
2150,AK,Kodiak Island Borough,7,8,7,11,1596.00,1486.00,522.00,448.00,39.4,36.7,12.9,11.1,1131.00,2013.00,1154.00,926.00,21.7,38.5,22.1,17.7,1194.00,2478.00,2442.00,1674.00,15.3,31.8,31.4,21.5,1194.00,2564.00,2894.00,1535.00,14.6,31.3,35.3,18.7,912.00,2653.00,2868.00,2501.00,10.2,29.7,32.1,28
2158,AK,Kusilvak Census Area,9,12,9,12,1174.00,56.00,16.00,17.00,93,4.4,1.3,1.3,1222.00,368.00,135.00,143.00,65.4,19.7,7.2,7.7,1053.00,806.00,380.00,255.00,42.2,32.3,15.2,10.2,1038.00,1269.00,496.00,279.00,33.7,41.2,16.1,9.1,847.00,2246.00,760.00,157.00,21.1,56,19,3.9
2160,AK,Kuskokwim Division,,,,,577.00,179.00,47.00,103.00,63.7,19.8,5.2,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,AK,Lake and Peninsula Borough,9,12,9,12,,,,,,,,,,,,,,,,,355.00,307.00,112.00,130.00,39.3,34,12.4,14.4,273.00,385.00,201.00,122.00,27.8,39.2,20.5,12.4,110.00,406.00,254.00,148.00,12,44.2,27.7,16.1
2170,AK,Matanuska-Susitna Borough,2,2,2,2,1295.00,1339.00,422.00,250.00,39.2,40.5,12.8,7.6,1791.00,3892.00,2243.00,1708.00,18.6,40.4,23.3,17.7,2861.00,7855.00,8492.00,4232.00,12.2,33.5,36.2,18.1,4233.00,11191.00,13773.00,6524.00,11.9,31.3,38.6,18.3,4808.00,22553.00,26100.00,14725.00,7.1,33.1,38.3,21.6
2180,AK,Nome Census Area,7,11,7,11,1625.00,312.00,180.00,221.00,69.5,13.3,7.7,9.5,1393.00,843.00,402.00,420.00,45.6,27.6,13.1,13.7,1524.00,1360.00,866.00,601.00,35,31.3,19.9,13.8,1239.00,1871.00,1082.00,724.00,25.2,38.1,22,14.7,852.00,2270.00,1507.00,891.00,15.4,41.1,27.3,16.1
2185,AK,North Slope Borough,7,11,7,11,836.00,93.00,37.00,67.00,80.9,9,3.6,6.5,901.00,567.00,339.00,261.00,43.6,27.4,16.4,12.6,1003.00,970.00,760.00,450.00,31.5,30.5,23.9,14.1,877.00,1361.00,985.00,660.00,22.6,35.1,25.4,17,668.00,2795.00,1967.00,1075.00,10.3,43,30.2,16.5
2188,AK,Northwest Arctic Borough,7,11,7,11,1220.00,206.00,84.00,102.00,75.7,12.8,5.2,6.3,1075.00,517.00,206.00,279.00,51.8,24.9,9.9,13.4,1029.00,982.00,494.00,339.00,36.2,34.5,17.4,11.9,978.00,1414.00,662.00,444.00,28,40.4,18.9,12.7,735.00,1964.00,953.00,557.00,17.5,46.7,22.6,13.2
2195,AK,Petersburg Census Area,,,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.00,696.00,649.00,623.00,10.3,31.7,29.6,28.4
2198,AK,Prince of Wales-Hyder Census Area,,,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.00,1689.00,1544.00,814.00,9.2,37.9,34.6,18.3
2201,AK,Prince of Wales-Outer Ketchikan Census Area,9,12,,,882.00,669.00,198.00,145.00,46.6,35.3,10.5,7.7,606.00,816.00,342.00,197.00,30.9,41.6,17.4,10,840.00,1521.00,941.00,424.00,22.5,40.8,25.3,11.4,605.00,1561.00,1093.00,538.00,15.9,41.1,28.8,14.2,,,,,,,,
2220,AK,Sitka City and Borough,7,11,7,11,1149.00,1118.00,466.00,450.00,36.1,35.1,14.6,14.1,778.00,1574.00,900.00,874.00,18.9,38.1,21.8,21.2,678.00,1606.00,1822.00,1119.00,13,30.7,34.9,21.4,527.00,1417.00,2007.00,1657.00,9.4,25.3,35.8,29.5,325.00,1683.00,2087.00,2051.00,5.3,27.4,34,33.4
2230,AK,Skagway Municipality,,,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.00,253.00,311.00,257.00,5.3,29.2,35.9,29.6
2231,AK,Skagway-Yakutat-Angoon Census Area,,,,,603.00,378.00,125.00,116.00,49.3,30.9,10.2,9.5,545.00,771.00,282.00,275.00,29.1,41.2,15.1,14.7,550.00,960.00,725.00,420.00,20.7,36.2,27.3,15.8,,,,,,,,,,,,,,,,
2232,AK,Skagway-Hoonah-Angoon Census Area,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,355.00,693.00,734.00,491.00,15.6,30.5,32.3,21.6,,,,,,,,
2240,AK,Southeast Fairbanks Census Area,8,7,9,12,621.00,566.00,246.00,239.00,37.1,33.9,14.7,14.3,566.00,1274.00,512.00,425.00,20.4,45.9,18.4,15.3,466.00,1122.00,1085.00,625.00,14.1,34,32.9,19,487.00,1296.00,1237.00,673.00,13.2,35.1,33.5,18.2,458.00,1546.00,1624.00,890.00,10.1,34.2,35.9,19.7
2250,AK,Upper Yukon Division,,,,,533.00,175.00,110.00,56.00,61,20,12.6,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,AK,Valdez-Cordova Census Area,9,11,9,11,1079.00,973.00,312.00,259.00,41.1,37.1,11.9,9.9,923.00,1910.00,1121.00,733.00,19.7,40.8,23.9,15.6,1013.00,2006.00,2099.00,1164.00,16.1,31.9,33.4,18.5,738.00,1928.00,2408.00,1367.00,11.5,29.9,37.4,21.2,300.00,1997.00,2185.00,1998.00,4.6,30.8,33.7,30.8
2275,AK,Wrangell City and Borough,,,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.00,679.00,613.00,374.00,13.5,35.3,31.8,19.4
2280,AK,Wrangell-Petersburg Census Area,7,11,,,1132.00,810.00,305.00,226.00,45.8,32.8,12.3,9.1,784.00,1277.00,759.00,605.00,22.9,37.3,22.2,17.7,827.00,1512.00,1156.00,864.00,19,34.7,26.5,19.8,618.00,1589.00,1442.00,710.00,14.2,36.5,33.1,16.3,,,,,,,,
2282,AK,Yakutat City and Borough,9,12,9,12,,,,,,,,,,,,,,,,,,,,,,,,,82.00,174.00,174.00,92.00,15.7,33.3,33.3,17.6,39.00,148.00,155.00,100.00,8.8,33.5,35.1,22.6
2290,AK,Yukon-Koyukuk Census Area,8,7,9,12,1046.00,682.00,235.00,206.00,48.2,31.4,10.8,9.5,1328.00,1446.00,702.00,539.00,33.1,36,17.5,13.4,1313.00,1630.00,1281.00,677.00,26.8,33.3,26.1,13.8,952.00,1459.00,768.00,528.00,25.7,39.4,20.7,14.2,483.00,1383.00,1108.00,468.00,14,40.2,32.2,13.6
4000,AZ,Arizona,,,,,383873.00,289781.00,127063.00,115020.00,41.9,31.6,13.9,12.6,430974.00,535096.00,321361.00,271460.00,27.6,34.3,20.6,17.4,491080.00,601440.00,741784.00,466873.00,21.3,26.1,32.2,20.3,619547.00,791904.00,1078521.00,766212.00,19,24.3,33.1,23.5,608637.00,1129129.00,1600240.00,1394526.00,12.9,23.9,33.8,29.5
4001,AZ,Apache County,6,6,6,6,8255.00,2360.00,861.00,1030.00,66,18.9,6.9,8.2,11294.00,5549.00,3113.00,2319.00,50.7,24.9,14,10.4,13449.00,7571.00,6120.00,2520.00,45.3,25.5,20.6,8.5,13166.00,9008.00,9933.00,4110.00,36.4,24.9,27.4,11.3,8809.00,14491.00,16120.00,5529.00,19.6,32.2,35.9,12.3
4003,AZ,Cochise County,4,5,3,2,13262.00,10004.00,3551.00,3228.00,44.1,33.3,11.8,10.7,15005.00,16715.00,9726.00,6650.00,31.2,34.8,20.2,13.8,14876.00,16357.00,20147.00,9850.00,24.3,26.7,32.9,16.1,15563.00,18670.00,27294.00,14247.00,20.5,24.6,36,18.8,11057.00,21124.00,35205.00,20253.00,12.6,24.1,40.2,23.1
4005,AZ,Coconino County,3,2,3,2,8439.00,5518.00,3005.00,3252.00,41.7,27.3,14.9,16.1,8818.00,10457.00,7158.00,8002.00,25.6,30.4,20.8,23.2,10580.00,11996.00,15503.00,12399.00,21,23.8,30.7,24.6,10704.00,14279.00,21235.00,19758.00,16.2,21.6,32.2,29.9,7876.00,18310.00,26852.00,30042.00,9.5,22,32.3,36.2
4007,AZ,Gila County,4,3,4,3,8156.00,4602.00,1455.00,960.00,53.8,30.3,9.6,6.3,8307.00,8304.00,3367.00,1694.00,38.3,38.3,15.5,7.8,8609.00,8648.00,7124.00,2615.00,31.9,32,26.4,9.7,7654.00,10087.00,12539.00,4870.00,21.8,28.7,35.7,13.9,5378.00,10955.00,15629.00,7368.00,13.7,27.9,39.7,18.7
4009,AZ,Graham County,6,8,7,8,4063.00,1926.00,1003.00,712.00,52.7,25,13,9.2,4649.00,3820.00,2139.00,1176.00,39.5,32.4,18.2,10,4833.00,4138.00,4254.00,1688.00,32.4,27.7,28.5,11.3,4714.00,5811.00,6493.00,2284.00,24.4,30.1,33.6,11.8,3495.00,6809.00,9810.00,3592.00,14.7,28.7,41.4,15.2
4011,AZ,Greenlee County,7,8,7,9,2785.00,1749.00,420.00,341.00,52.6,33,7.9,6.4,1855.00,2394.00,1023.00,581.00,31.7,40.9,17.5,9.9,1224.00,2034.00,993.00,492.00,25.8,42.9,20.9,10.4,912.00,1828.00,1832.00,635.00,17.5,35.1,35.2,12.2,699.00,2032.00,2332.00,791.00,11.9,34.7,39.8,13.5
4012,AZ,La Paz County,6,4,6,4,,,,,,,,,,,,,,,,,3330.00,2836.00,2058.00,767.00,37,31.5,22.9,8.5,4421.00,4880.00,3838.00,1250.00,30.7,33.9,26.7,8.7,3702.00,5000.00,5423.00,1928.00,23.1,31.1,33.8,12
4013,AZ,Maricopa County,1,1,1,1,203922.00,164605.00,76788.00,65504.00,39.9,32.2,15,12.8,220040.00,307465.00,192183.00,161232.00,25,34.9,21.8,18.3,248814.00,342255.00,456012.00,297573.00,18.5,25.5,33.9,22.1,338591.00,446445.00,649040.00,500881.00,17.5,23.1,33.5,25.9,353350.00,644671.00,939477.00,941317.00,12.3,22.4,32.6,32.7
4015,AZ,Mohave County,4,3,3,2,6407.00,5807.00,1881.00,1057.00,42.3,38.3,12.4,7,11210.00,15274.00,6574.00,3204.00,30.9,42.1,18.1,8.8,17954.00,22389.00,18892.00,6804.00,27.2,33.9,28.6,10.3,24596.00,38127.00,35769.00,10855.00,22.5,34.9,32.7,9.9,22068.00,55982.00,59836.00,20505.00,13.9,35.3,37.8,12.9
4017,AZ,Navajo County,4,6,4,5,11808.00,5197.00,1779.00,1392.00,58.5,25.8,8.8,6.9,12564.00,10009.00,5128.00,3501.00,40.3,32.1,16.4,11.2,14436.00,11622.00,10635.00,4075.00,35.4,28.5,26.1,10,15627.00,15036.00,16891.00,6661.00,28.8,27.7,31.2,12.3,11720.00,21383.00,26664.00,10758.00,16.6,30.3,37.8,15.3
4019,AZ,Pima County,2,2,2,2,68625.00,61658.00,26479.00,29181.00,36.9,33.2,14.2,15.7,78861.00,102314.00,65114.00,64296.00,25.4,32.9,21,20.7,82657.00,105908.00,136764.00,98703.00,19.5,25,32.3,23.3,90483.00,127343.00,182266.00,146108.00,16.6,23.3,33.4,26.7,79892.00,153022.00,232157.00,222733.00,11.6,22.2,33.8,32.4
4021,AZ,Pinal County,1,1,1,1,19028.00,8804.00,2546.00,2522.00,57.8,26.8,7.7,7.7,22493.00,16011.00,6867.00,4625.00,45,32,13.7,9.3,24763.00,22222.00,18860.00,5876.00,34.5,31,26.3,8.2,32513.00,36255.00,36157.00,14177.00,27.3,30.4,30.4,11.9,42607.00,87608.00,110668.00,58470.00,14.2,29.3,37,19.5
4023,AZ,Santa Cruz County,4,5,4,5,3934.00,1553.00,842.00,634.00,56.5,22.3,12.1,9.1,5010.00,2748.00,1707.00,1435.00,46,25.2,15.7,13.2,7124.00,4244.00,3483.00,1799.00,42.8,25.5,20.9,10.8,8830.00,5124.00,5089.00,3402.00,39.3,22.8,22.7,15.2,6857.00,8398.00,8060.00,5987.00,23.4,28.7,27.5,20.4
4025,AZ,Yavapai County,3,2,3,2,10293.00,7054.00,2913.00,2590.00,45,30.9,12.7,11.3,11904.00,17144.00,9116.00,7368.00,26.1,37.7,20,16.2,16320.00,22671.00,24597.00,13690.00,21.1,29.3,31.8,17.7,18376.00,33877.00,42565.00,25405.00,15.3,28.2,35.4,21.1,15683.00,45277.00,68914.00,45341.00,9,25.8,39.3,25.9
4027,AZ,Yuma County,3,2,3,2,14896.00,8944.00,3540.00,2617.00,49.7,29.8,11.8,8.7,18964.00,16892.00,8146.00,5377.00,38.4,34.2,16.5,10.9,22111.00,16549.00,16342.00,8022.00,35.1,26.3,25.9,12.7,33397.00,25134.00,27580.00,11569.00,34.2,25.7,28.2,11.8,35444.00,34067.00,43093.00,19912.00,26.7,25.7,32.5,15
5000,AR,Arkansas,,,,,635149.00,271150.00,80835.00,70378.00,60.1,25.6,7.6,6.7,595637.00,443429.00,153375.00,144677.00,44.5,33.2,11.5,10.8,503481.00,489570.00,303795.00,199304.00,33.7,32.7,20.3,13.3,427449.00,590416.00,424907.00,288428.00,24.7,34.1,24.5,16.7,270168.00,684659.00,593576.00,463236.00,13.4,34,29.5,23
5001,AR,Arkansas County,6,6,6,6,8069.00,3225.00,857.00,699.00,62.8,25.1,6.7,5.4,7475.00,4633.00,1319.00,1176.00,51.2,31.7,9,8.1,5465.00,4934.00,2215.00,1445.00,38.9,35.1,15.8,10.3,3831.00,5527.00,2838.00,1692.00,27.6,39.8,20.4,12.2,1999.00,4832.00,3633.00,1959.00,16.1,38.9,29.2,15.8
5003,AR,Ashley County,7,11,7,11,7896.00,3537.00,907.00,782.00,60.2,27,6.9,6,7201.00,5458.00,1261.00,1163.00,47.7,36.2,8.4,7.7,5659.00,5874.00,2267.00,1422.00,37.2,38.6,14.9,9.3,4325.00,6798.00,3017.00,1582.00,27.5,43.2,19.2,10.1,2307.00,6027.00,3765.00,1703.00,16.7,43.7,27.3,12.3
5005,AR,Baxter County,7,8,7,8,5645.00,2998.00,1230.00,599.00,53.9,28.6,11.7,5.7,8354.00,7554.00,1896.00,1761.00,42.7,38.6,9.7,9,7491.00,8307.00,5130.00,2436.00,32.1,35.6,22,10.4,6482.00,10832.00,7859.00,3688.00,22.5,37.5,27.2,12.8,3581.00,11536.00,10976.00,5682.00,11.3,36.3,34.5,17.9
5007,AR,Benton County,2,2,2,2,16503.00,8355.00,2512.00,1799.00,56.6,28.6,8.6,6.2,18445.00,17832.00,6255.00,5695.00,38.2,37,13,11.8,16315.00,23121.00,15948.00,9291.00,25.2,35.7,24.7,14.4,19465.00,32644.00,27117.00,20210.00,19.6,32.8,27.3,20.3,19857.00,50742.00,45308.00,58000.00,11.4,29.2,26.1,33.4
5009,AR,Boone County,7,8,7,8,6541.00,3413.00,875.00,839.00,56.1,29.3,7.5,7.2,6585.00,6157.00,1977.00,1605.00,40.3,37.7,12.1,9.8,6071.00,6711.00,3983.00,2000.00,32.4,35.8,21.2,10.7,5344.00,8075.00,6727.00,2924.00,23.2,35,29.2,12.7,3271.00,8675.00,9844.00,4193.00,12.6,33.4,37.9,16.1
5011,AR,Bradley County,6,6,7,9,4997.00,1744.00,347.00,321.00,67.4,23.5,4.7,4.3,4530.00,2730.00,538.00,682.00,53.4,32.2,6.3,8,3391.00,2677.00,909.00,754.00,43.9,34.6,11.8,9.8,2794.00,3082.00,1494.00,998.00,33.4,36.8,17.9,11.9,1426.00,3105.00,1911.00,1078.00,19,41.3,25.4,14.3
5013,AR,Calhoun County,9,8,9,8,2159.00,712.00,162.00,110.00,68.7,22.7,5.2,3.5,1897.00,1339.00,217.00,149.00,52.7,37.2,6,4.1,1382.00,1534.00,575.00,279.00,36.7,40.7,15.3,7.4,1221.00,1701.00,699.00,285.00,31.3,43.5,17.9,7.3,586.00,1661.00,1046.00,424.00,15.8,44.7,28.1,11.4
5015,AR,Carroll County,6,6,6,6,4706.00,2177.00,583.00,398.00,59.8,27.7,7.4,5.1,4618.00,3776.00,1313.00,1056.00,42.9,35.1,12.2,9.8,4012.00,4460.00,2735.00,1471.00,31.6,35.2,21.6,11.6,4857.00,5855.00,4115.00,2380.00,28.2,34,23.9,13.8,2724.00,7134.00,5781.00,4213.00,13.7,35.9,29.1,21.2
5017,AR,Chicot County,7,9,7,9,6808.00,1710.00,462.00,432.00,72.3,18.2,4.9,4.6,5658.00,2522.00,776.00,649.00,58.9,26.3,8.1,6.8,4527.00,2927.00,1055.00,769.00,48.8,31.5,11.4,8.3,3242.00,3196.00,1566.00,1058.00,35.8,35.3,17.3,11.7,1431.00,2833.00,1995.00,1182.00,19.2,38.1,26.8,15.9
5019,AR,Clark County,7,8,7,8,6340.00,2356.00,922.00,1243.00,58.4,21.7,8.5,11.4,5700.00,3794.00,1390.00,2048.00,44.1,29.3,10.7,15.8,4494.00,3664.00,2359.00,2288.00,35.1,28.6,18.4,17.9,3396.00,4447.00,3170.00,2722.00,24.7,32.4,23.1,19.8,1323.00,3976.00,4364.00,3508.00,10,30.2,33.1,26.6
5021,AR,Clay County,7,9,7,9,8834.00,1962.00,390.00,331.00,76.7,17,3.4,2.9,8133.00,3604.00,756.00,623.00,62,27.5,5.8,4.7,6482.00,3927.00,1396.00,645.00,52.1,31.5,11.2,5.2,4796.00,4603.00,1876.00,900.00,39.4,37.8,15.4,7.4,1845.00,4410.00,2947.00,1323.00,17.5,41.9,28,12.6
5023,AR,Cleburne County,6,6,6,6,4829.00,1240.00,294.00,227.00,73.3,18.8,4.5,3.4,5564.00,3438.00,1224.00,796.00,50.5,31.2,11.1,7.2,5394.00,4763.00,2396.00,1295.00,39,34.4,17.3,9.4,4362.00,6290.00,4245.00,2402.00,25.2,36.4,24.5,13.9,2627.00,8007.00,5153.00,2906.00,14.1,42.8,27.6,15.5
5025,AR,Cleveland County,3,2,3,2,2659.00,1007.00,94.00,85.00,69.2,26.2,2.4,2.2,2598.00,1598.00,291.00,286.00,54.4,33.5,6.1,6,2011.00,1996.00,617.00,393.00,40.1,39.8,12.3,7.8,1524.00,2454.00,1116.00,565.00,26.9,43.4,19.7,10,594.00,2653.00,1526.00,926.00,10.4,46.6,26.8,16.2
5027,AR,Columbia County,7,8,7,8,8639.00,3518.00,1138.00,853.00,61.1,24.9,8,6,7367.00,4935.00,1698.00,1526.00,47.4,31.8,10.9,9.8,5754.00,5058.00,3187.00,2103.00,35.7,31.4,19.8,13.1,4161.00,5742.00,3442.00,2694.00,25.9,35.8,21.5,16.8,2071.00,6116.00,3595.00,2879.00,14.1,41.7,24.5,19.6
5029,AR,Conway County,6,6,6,6,5819.00,2556.00,509.00,432.00,62.5,27.4,5.5,4.6,5604.00,4030.00,906.00,873.00,49.1,35.3,7.9,7.6,4373.00,4983.00,1754.00,1207.00,35.5,40.5,14.2,9.8,3617.00,5579.00,2729.00,1555.00,26.8,41.4,20.2,11.5,1876.00,6352.00,3995.00,2263.00,13,43.8,27.6,15.6
5031,AR,Craighead County,3,2,3,2,16609.00,6179.00,2103.00,2415.00,60.8,22.6,7.7,8.8,16279.00,10388.00,4012.00,4691.00,46,29.4,11.3,13.3,13660.00,12582.00,8910.00,6879.00,32.5,29.9,21.2,16.4,11515.00,16615.00,11971.00,10624.00,22.7,32.8,23.6,20.9,7362.00,23849.00,19662.00,18091.00,10.7,34.6,28.5,26.2
